time,x,y,z,x_velocity,y_velocity,z_velocity
38,135.404596483,150.0,104.444871617,269.758578351,397.702508125,165.982645384
39,146.325284544,150.0,120.850439941,212.904393845,427.110539446,270.036167611
40,136.459168987,150.0,116.199508837,196.062886248,343.31241775,235.282228795
41,144.764564605,150.0,144.435239745,114.805166215,213.804577634,253.139419415
42,150.0,139.852835272,166.882722158,146.384905447,99.2773398548,169.915946453
43,150.0,146.404183388,119.745918134,15.997886474,20.693836016,5.23248350215
44,139.314362829,150.0,110.395414386,16.8948497612,19.7155092842,8.04525737307
45,139.969112101,150.0,110.23386626,17.3027750134,19.6340935102,7.91181158413
46,139.900598648,150.0,110.680081103,17.3634463875,19.4993207832,8.00624902837
47,140.241882819,150.0,110.422607435,17.5184000382,19.5280253209,7.89817747287
48,140.121647405,150.0,109.609506121,18.2038626739,22.2276338777,5.75233928557
49,139.538414906,150.0,108.95054988,20.4507505306,23.508157005,2.86787713963
50,138.939459718,150.0,107.161121804,22.6906562707,26.0345517329,4.11570722616
51,139.334291308,150.0,108.685156604,18.8702601727,21.9067441926,5.11481784354
52,139.292326073,150.0,108.692433021,18.3242017267,22.3151026044,3.05745477963
53,150.0,127.248265007,116.885547271,68.3446811224,69.538630034,25.4088111571
54,150.0,114.669307761,138.608474593,49.7216484696,22.4651928318,43.6739302717
55,150.0,114.682784781,138.571101335,49.4244148857,22.4838737283,43.6815972331
56,150.0,114.688073269,138.552784611,49.8481103955,22.4912936557,43.6063060625
57,150.0,114.688193936,138.615883134,49.2125869696,22.4914484549,43.740421713
58,150.0,114.689318921,138.578382094,49.4410999386,22.4929963963,43.6854281969
59,150.0,114.689319763,138.587921454,49.6059667715,22.493005307,43.6671490094
60,150.0,114.689336117,138.576148869,49.5825620305,22.4930161036,43.6589369282
61,150.0,114.689312925,138.586440294,49.493225174,22.4929933971,43.6909764892
62,150.0,114.689329358,138.558614853,49.3733011508,22.4930171935,43.669214073
63,150.0,114.689277873,138.593370069,49.251444004,22.4929342035,43.7053099513
64,150.0,114.689328034,138.59877082,49.50403857,22.4930139567,43.6849671144
65,150.0,114.689307028,138.606364486,49.4782464992,22.4929784534,43.6888134011
66,150.0,114.689310324,138.59060543,49.3615923607,22.4929890506,43.7044409944
67,150.0,114.689299519,138.616172054,49.531700558,22.4929705687,43.7094812798
68,150.0,114.689309859,138.588970313,49.2373522024,22.4929876617,43.7141114628
69,150.0,114.689137684,138.591553805,49.4076746476,22.492753855,43.6981865346
70,150.0,114.686051231,138.586930977,49.7195839174,22.4883575234,43.6421197008
71,150.0,105.631855619,129.629056213,51.8497162036,13.4867678907,32.3365131166
72,150.0,140.14362223,147.280963581,86.4613511384,87.5107815973,97.9967665117
73,150.0,143.922760598,110.433148948,37.5584380682,28.6611206618,13.0295150194
74,117.169030994,150.0,123.633049235,80.8761721148,221.52684829,138.465174244
75,117.697986076,150.0,124.231004075,82.2721810925,224.349891273,141.40439407
76,117.440727777,150.0,124.202439271,81.6144384811,224.689918697,141.320851408
77,118.476405984,150.0,125.19777062,84.5127619762,227.511428802,145.731013402
78,116.580604293,150.0,123.091391226,78.8177756255,219.795709509,135.560792712
79,117.792847579,150.0,124.593357572,82.4065068145,225.801364746,142.834478468
80,117.614891818,150.0,124.471151492,82.0348297901,226.889784278,142.929553838
81,117.961051223,150.0,124.600495616,83.1452394832,225.036456708,142.891277051
82,118.290654784,150.0,125.159968414,83.9667908214,228.768884316,146.006527443
83,117.812136136,150.0,124.585744043,82.7352840561,226.707919168,143.435541135
84,117.345859279,150.0,123.939329401,81.3493774913,222.855334443,139.877604942
85,116.920522734,150.0,123.650688763,80.0109194328,223.456898844,138.884881276
86,117.957063232,150.0,124.746745668,82.9394132363,227.364827582,144.063450134
87,117.510300359,150.0,124.161803679,81.617128771,224.07509353,140.842967891
88,117.85752302,150.0,124.860740085,82.5580758097,228.927432522,144.786607424
89,117.600965976,150.0,124.481935185,82.0297207791,227.35704432,143.169315059
90,118.027900932,150.0,124.755623676,83.6156593846,227.073804413,144.414675842
91,117.80744327,150.0,124.570227971,82.4942035993,226.38855038,143.096072025
92,117.247126108,150.0,123.597578552,81.2076769287,220.813304064,138.196293693
93,118.245763154,150.0,125.233740321,84.0914826599,229.539844739,146.641709237
94,117.033825463,150.0,123.58099369,80.3008534641,221.634451312,138.064294505
95,117.387461051,150.0,124.450820082,81.2328431321,227.848490536,142.975509955
96,117.938642566,150.0,124.978883887,83.005015852,229.486255543,145.595046504
97,116.63405674,150.0,123.162119663,79.2706343527,220.435457376,136.335502782
98,116.99325118,150.0,123.810254976,80.2645048381,224.161504434,139.718461048
99,117.886034042,150.0,124.486796387,82.6920248949,225.211881259,142.422554921
100,117.054064907,150.0,123.364189222,80.3522011661,219.187019967,136.616440316
101,116.946270273,150.0,123.545721327,80.1680314973,222.267943113,138.280449404
102,117.344189042,150.0,123.931747106,81.3977369928,223.843293933,140.27128208
103,116.97436872,150.0,123.225358178,80.2460381222,218.963294074,136.21922003
104,117.843134118,150.0,124.865063149,82.838640609,229.032183064,145.141664614
105,117.767183384,150.0,124.874676204,82.3208166121,229.767674872,145.176532272
106,118.21772566,150.0,124.976970684,83.8306157304,227.966319103,145.162194634
107,117.309315358,150.0,123.842624369,81.1897068788,222.097212185,139.224437872
108,117.176102855,150.0,124.064195311,80.5644929748,225.289686549,140.71806009
109,117.129232573,150.0,123.804502759,80.5587009532,223.060913738,139.259131783
110,116.873508264,150.0,123.682254537,80.0408612924,224.606032213,139.571324586
111,117.344630667,150.0,123.949030984,81.2371452389,223.039199745,139.843052489
112,117.701978954,150.0,124.301315762,82.2781955947,224.554196627,141.648166849
113,117.097850483,150.0,123.680019837,80.5082311149,223.317308894,139.051941483
114,117.653523932,150.0,124.161967689,81.8809390872,223.0763894,140.465195732
115,117.947600096,150.0,124.770447985,82.8857182249,227.522790747,144.123605257
116,117.415989446,150.0,123.908374434,81.6072724818,222.727593725,139.802935104
117,117.964259385,150.0,124.567039452,82.6969653141,224.174210391,142.102116709
118,117.061288244,150.0,123.703079003,80.4755663942,222.511550227,138.848000497
119,118.123103377,150.0,125.296756718,83.1910778727,231.064950253,146.923827812
120,117.653041612,150.0,124.825131037,82.2639458681,229.704653791,145.153495975
121,117.760038264,150.0,124.37355159,81.9413093416,224.3452325,141.366636363
122,116.831667095,150.0,123.171471797,79.9199828992,218.773951567,135.985148124
123,117.279364383,150.0,123.896874962,80.7568026696,222.315266376,139.156131152
124,117.397005294,150.0,124.265916619,81.3284821753,226.362514036,141.989412333
125,117.420494308,150.0,124.253603997,81.1517827835,226.198386739,141.667121584
126,117.661602444,150.0,124.885438467,82.1164000461,230.132417592,145.331451572
127,117.391761377,150.0,124.235516917,81.4151088035,226.190185848,141.872977992
128,119.129439166,150.0,125.833189172,85.9483275211,228.873931182,147.970313288
129,120.330825959,150.0,127.136779155,88.7846050599,232.584741462,153.12424286
130,124.601922517,150.0,131.125560361,98.0811040954,241.343385993,167.153597414
131,148.110594133,150.0,132.559205017,409.350257592,537.065730432,335.430102712
132,133.07076495,150.0,127.511757063,283.349272608,411.590282619,228.817405441
133,135.159296007,150.0,138.914757557,123.300466175,253.655637597,195.393584361
134,126.293695011,150.0,133.250811732,102.878621886,248.65911596,177.336753655
135,125.761009858,150.0,132.500371974,101.756408903,245.791190745,173.881753965
136,150.0,115.435791226,117.03840843,53.5957327488,16.2052935288,33.1104417127
137,150.0,132.78945636,132.078894381,44.6945146542,32.2558785306,29.7903309506
138,150.0,150.0,129.359722835,66.9405841618,97.9296567641,26.7000481769
139,150.0,150.0,130.588652771,59.0364865166,64.1341040956,32.3209380607
140,137.106123968,150.0,120.83908317,28.8110437675,28.7848875356,9.53324470256
141,144.344196896,150.0,136.632060553,36.5011411367,51.1107016405,36.4447210118
142,143.104774156,150.0,101.475631311,39.8763861136,51.6432687389,-4.62945547356
143,135.480636827,150.0,144.843354586,109.527135796,225.865628202,124.647280691
144,146.83533079,150.0,119.827872811,37.1536560644,30.6907126932,16.6986916202
145,143.570675932,150.0,130.188878103,369.261818871,495.236629397,295.57384116
146,133.016815033,150.0,138.189165565,119.436353958,254.840012139,194.931386327
147,121.368048154,150.0,127.294966958,90.3059662692,230.194370873,151.671608445
148,118.076910682,150.0,124.493909891,83.1697130356,223.727347217,141.835765783
149,117.757006331,150.0,124.828978506,82.0920814807,228.226580145,144.244198191
150,118.457293693,150.0,125.24846475,84.3588369749,228.287785696,146.05131495
151,117.729751742,150.0,124.431415919,82.3975998119,225.719947046,142.481840071
152,116.977964619,150.0,123.478025448,79.9209395699,220.299465189,136.818650744
153,118.049619724,150.0,118.037498567,138.702274436,175.992247553,82.8570048587
154,150.0,134.831817278,133.242892899,32.02179389,33.0087798564,30.215236392
155,122.258015955,150.0,137.182495811,23.8662566685,52.8896911553,43.1889930403
156,120.770576777,150.0,135.505980837,18.9863473162,48.2233073524,38.3324960208
157,120.983323203,150.0,135.571516708,19.7179842227,49.1627537727,39.1279660555
158,121.512445138,150.0,136.193169308,20.5719042053,50.3095398507,40.4317731281
159,120.414986192,150.0,135.166766093,18.1886714964,47.189824235,37.2790004933
160,122.260480523,150.0,137.125260733,22.0788917678,52.3837985069,42.6037925505
161,121.910885453,150.0,137.030648591,21.1017369907,51.3601032399,41.5777372318
162,120.455113572,150.0,135.397876026,16.6429036231,41.1104430933,31.5108045854
163,121.610822147,150.0,136.884708506,20.1279918946,50.2961357193,40.5447428432
164,122.20285643,150.0,137.204750975,21.6915795399,52.0532521672,42.3062546186
165,121.085082479,150.0,135.591749285,19.5515063586,48.8357530268,38.98563008
166,120.817092237,150.0,135.414961464,18.9516141323,48.1202026432,38.2520290132
167,121.122542135,150.0,135.906598562,19.7891583103,49.3719259301,39.4358606114
168,120.909064642,150.0,135.781519859,19.0865016752,48.5561149541,38.6686956886
169,120.932493277,150.0,135.426586892,19.6201237859,48.8830052905,38.9066865701
170,121.843491707,150.0,136.914280445,20.9139816552,51.1014288971,41.325592417
